example_sha256,source_files,source_references,occurrence_count,lesson_ids,coverage_decision,editorial_status,compiler_status,preview
4eef8600a9be3d3dbc24e82038ee6fab4b2aa88bf9faee8ec67df6537f0ba8cf,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Control-Flow,1,swift.conditionals.if-else|swift.loops.for-in|swift.switches.exhaustive,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"var total = 0
for i in 0..<4 {
total += i
}
print(total)
// Prints ""6""."
99ba6d8653d3f0b0c6afef6916057ce10bc375d25314a2e6e6d9c9675db1f8ce,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Control-Flow,1,swift.conditionals.if-else|swift.loops.for-in|swift.switches.exhaustive,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let vegetable = ""red pepper""
switch vegetable {
case ""celery"":
print(""Add some raisins and make ants on a log."")
case ""c"
a88f65ec8d7e06b7dc2937f762853b119b799de3e2c7ff86ad1e809afad1d01b,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Control-Flow,1,swift.conditionals.if-else|swift.loops.for-in|swift.switches.exhaustive,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let individualScores = [75, 43, 103, 87, 12]
var teamScore = 0
for score in individualScores {
if score > 50 {
teamScore"
ac4b430153d73cc70764e4923a60b0df740b4428c1b510dc539bcb69e68f6ef5,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Control-Flow,1,swift.conditionals.if-else|swift.loops.for-in|swift.switches.exhaustive,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let nickname: String? = nil
let fullName: String = ""John Appleseed""
let informalGreeting = ""Hi \(nickname ?? fullName)"""
dbeacc820c5358343e84d42fbcbbe1ec9fa3a11e4451ef25efaee54d2351f893,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Control-Flow,1,swift.conditionals.if-else|swift.loops.for-in|swift.switches.exhaustive,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let scoreDecoration = if teamScore > 10 {
""🎉""
} else {
""""
}
print(""Score:"", teamScore, scoreDecoration)
// Prints ""Score"
f39e9018bab5517562ad0f4fa203ec809162eb288b509ebf94da682eff9a1063,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Control-Flow,1,swift.conditionals.if-else|swift.loops.for-in|swift.switches.exhaustive,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"var n = 2
while n < 100 {
n *= 2
}
print(n)
// Prints ""128"".

var m = 2
repeat {
m *= 2
} while m < 100
print(m)
// Prin"
61c2f0a063b5a9504c139f709ddea20471a7fbbc30a34a5e71111a6e50a780a3,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Enumerations-and-Structures,1,swift.enums.syntax|swift.types.structure-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"enum ServerResponse {
case result(String, String)
case failure(String)
}

let success = ServerResponse.result(""6:00 am"","
6776089a987eded26aebf42b2940e00276be2624c3d796707bd836ab857312e8,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Enumerations-and-Structures,1,swift.enums.syntax|swift.types.structure-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"if let convertedRank = Rank(rawValue: 3) {
let threeDescription = convertedRank.simpleDescription()
}"
86264af1016e4eb1d09a98c23a44a489d35b321f14cb00ef440ff34f992324ba,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Enumerations-and-Structures,1,swift.enums.syntax|swift.types.structure-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"enum Suit {
case spades, hearts, diamonds, clubs

func simpleDescription() -> String {
switch self {
case .spades:
retur"
92cf4adac04257652af5cdadfb2b3ea5526219cb96a472171de850f117e05511,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Enumerations-and-Structures,1,swift.enums.syntax|swift.types.structure-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"enum Rank: Int {
case ace = 1
case two, three, four, five, six, seven, eight, nine, ten
case jack, queen, king

func sim"
dbc83cc2df9f645d8763eb9dda886e80d1d2dbd63d711aadcd126ad7503dad94,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Enumerations-and-Structures,1,swift.enums.syntax|swift.types.structure-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"struct Card {
var rank: Rank
var suit: Suit
func simpleDescription() -> String {
return ""The \(rank.simpleDescription())"
5d5e3691eaedb36ad54490e8bfd4042c3d89895f080ad48f1a602a09a0e38cda,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Error-Handling,1,swift.errors.do-catch|swift.errors.throw,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func send(job: Int, toPrinter printerName: String) throws -> String {
if printerName == ""Never Has Toner"" {
throw Printe"
5dd2e4e22225d86b470b8ac8590b56fef18931ba6f076b52ca085848daa7d909,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Error-Handling,1,swift.errors.do-catch|swift.errors.throw,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let printerSuccess = try? send(job: 1884, toPrinter: ""Mergenthaler"")
let printerFailure = try? send(job: 1885, toPrinter"
a8b438825bb955154678fe9c8426fce7e1f22ae7357c497b6aa46c04aef1c390,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Error-Handling,1,swift.errors.do-catch|swift.errors.throw,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"enum PrinterError: Error {
case outOfPaper
case noToner
case onFire
}"
b26bd5b9e416d9db228eae81b8f4a634cb7f02a0488cdf78e376a7b87915f496,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Error-Handling,1,swift.errors.do-catch|swift.errors.throw,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"var fridgeIsOpen = false
let fridgeContent = [""milk"", ""eggs"", ""leftovers""]

func fridgeContains(_ food: String) -> Bool "
c4d7a68c00201c94ac954a740795d39bb24705dfc9179f01f756018625c3fad7,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Error-Handling,1,swift.errors.do-catch|swift.errors.throw,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"do {
let printerResponse = try send(job: 1440, toPrinter: ""Gutenberg"")
print(printerResponse)
} catch PrinterError.onFir"
d4f4ceacd041852e5eb09a72e7c2677465ac467c79724ecc62a5376abbbb0b1d,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Error-Handling,1,swift.errors.do-catch|swift.errors.throw,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"do {
let printerResponse = try send(job: 1040, toPrinter: ""Bi Sheng"")
print(printerResponse)
} catch {
print(error)
}
//"
18e5ea8a531068fd02b86d9b4f7edf5ab1904e94ec5e43f9e310d94367324130,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Functions-and-Closures,1,swift.closures.expression-syntax|swift.functions.define-call,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let mappedNumbers = numbers.map({ number in 3 * number })
print(mappedNumbers)
// Prints ""[60, 57, 21, 36]""."
196705491f7b3384fad4907554b23f47ef047e3fed4e974cfde889314c4f5851,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Functions-and-Closures,1,swift.closures.expression-syntax|swift.functions.define-call,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func greet(person: String, day: String) -> String {
return ""Hello \(person), today is \(day).""
}
greet(person: ""Bob"", da"
26b14453453e425272e6e228567f8cd247fd419c93d903e302807d3957f46272,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Functions-and-Closures,1,swift.closures.expression-syntax|swift.functions.define-call,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func makeIncrementer() -> ((Int) -> Int) {
func addOne(number: Int) -> Int {
return 1 + number
}
return addOne
}
var inc"
63354fcf451c0aac34ffcd23fecdd2dcc817f6c7e34255924dc29dd97716659b,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Functions-and-Closures,1,swift.closures.expression-syntax|swift.functions.define-call,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func greet(_ person: String, on day: String) -> String {
return ""Hello \(person), today is \(day).""
}
greet(""John"", on: "
714d996fcb9e6a8709923c2015fdd6cd5c9f30250d65a6dfc9e5c02d174b8d5d,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Functions-and-Closures,1,swift.closures.expression-syntax|swift.functions.define-call,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"numbers.map({ (number: Int) -> Int in
let result = 3 * number
return result
})"
7eb057dcdfff08fac9c9bb0d89179a4e48e2ba83d7b5301f6a22e08f8c006ed6,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Functions-and-Closures,1,swift.closures.expression-syntax|swift.functions.define-call,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let sortedNumbers = numbers.sorted { $0 > $1 }
print(sortedNumbers)
// Prints ""[20, 19, 12, 7]""."
a9e11c21deb20084415635de46555ad9c4da5fd05807648ed8d023f9d3fd66f5,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Functions-and-Closures,1,swift.closures.expression-syntax|swift.functions.define-call,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func returnFifteen() -> Int {
var y = 10
func add() {
y += 5
}
add()
return y
}
returnFifteen()"
aee2dc9b015ee00612da3d7a0d2cc73b2c6de90cdeaaae1cd480d3291c349ce0,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Functions-and-Closures,1,swift.closures.expression-syntax|swift.functions.define-call,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func calculateStatistics(scores: [Int]) -> (min: Int, max: Int, sum: Int) {
var min = scores[0]
var max = scores[0]
var "
ed5ffa09d0dbaf213c7351d26bd2453a9d822cd5f96ae996a6424b77300639f4,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Functions-and-Closures,1,swift.closures.expression-syntax|swift.functions.define-call,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func hasAnyMatches(list: [Int], condition: (Int) -> Bool) -> Bool {
for item in list {
if condition(item) {
return true
"
03b1d8a919ecf10b9b18a5a68b33d88a405ed47e429ba6b182ce22570f31ba3e,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Generics,1,swift.generics.function,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func anyCommonElements<T: Sequence, U: Sequence>(_ lhs: T, _ rhs: U) -> Bool
where T.Element: Equatable, T.Element == U."
cd9316fc43ec1941ea066de08a281d65efa126c3b301926f673aeeca90db1987,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Generics,1,swift.generics.function,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"// Reimplement the Swift standard library's optional type
enum OptionalValue<Wrapped> {
case none
case some(Wrapped)
}
v"
fd7325db014133989f1496d2ec0d5a9d732e1467b2e7d9680277fa942898572a,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Generics,1,swift.generics.function,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func makeArray<Item>(repeating item: Item, numberOfTimes: Int) -> [Item] {
var result: [Item] = []
for _ in 0..<numberOf"
369df78d90ad4c12c893128fe118c963b6ab13db2bf6382f3319529e575054a1,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Objects-and-Classes,1,swift.inheritance.subclass|swift.initialization.basic|swift.types.class-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let optionalSquare: Square? = Square(sideLength: 2.5, name: ""optional square"")
let sideLength = optionalSquare?.sideLeng"
5a0df5f40116b16df8b10f5389dcce70618b71ce6c6f287d5a3c7e02184f4f96,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Objects-and-Classes,1,swift.inheritance.subclass|swift.initialization.basic|swift.types.class-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"class Shape {
var numberOfSides = 0
func simpleDescription() -> String {
return ""A shape with \(numberOfSides) sides.""
}"
9e5e225aa253769bd9fde1eb58da9f4796f94bbdd94afa7d2914a5688b779975,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Objects-and-Classes,1,swift.inheritance.subclass|swift.initialization.basic|swift.types.class-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"class TriangleAndSquare {
var triangle: EquilateralTriangle {
willSet {
square.sideLength = newValue.sideLength
}
}
var "
c0ab900a2e9ff5b2da7298903171b83e2bb6cb46709396368d6c5fd86cd1bbac,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Objects-and-Classes,1,swift.inheritance.subclass|swift.initialization.basic|swift.types.class-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"class Square: NamedShape {
var sideLength: Double

init(sideLength: Double, name: String) {
self.sideLength = sideLength"
ee8becf453830c97a9b10c6121ed966aaf8f69c3b9132cbba64d1a3a108d1388,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Objects-and-Classes,1,swift.inheritance.subclass|swift.initialization.basic|swift.types.class-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"class EquilateralTriangle: NamedShape {
var sideLength: Double = 0.0

init(sideLength: Double, name: String) {
self.side"
f04979eee7761588a44382a457ba7874979b0418bdcee50ec7322b1df0f99e6b,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Objects-and-Classes,1,swift.inheritance.subclass|swift.initialization.basic|swift.types.class-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"class NamedShape {
var numberOfSides: Int = 0
var name: String

init(name: String) {
self.name = name
}

func simpleDesc"
fe33b9b6397ede35a7804246786ed5fcbb6249d588c9a2ed1ab90e7112630206,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Objects-and-Classes,1,swift.inheritance.subclass|swift.initialization.basic|swift.types.class-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"var shape = Shape()
shape.numberOfSides = 7
var shapeDescription = shape.simpleDescription()"
455c3156d1c2fb2fc3fdde83be62da98dae169ef82da0bd9a6f8261a26b9f7b3,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Protocols-and-Extensions,1,swift.extensions.syntax|swift.protocols.syntax,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let protocolValue: any ExampleProtocol = a
print(protocolValue.simpleDescription)
// Prints ""A very simple class. Now 10"
7612d00965c4e32ff9d078a45b56817bae49f0babfd2b2daf2cd5a877a3126d3,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Protocols-and-Extensions,1,swift.extensions.syntax|swift.protocols.syntax,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"protocol ExampleProtocol {
var simpleDescription: String { get }
mutating func adjust()
}"
89f6213ec04142b0a25f4d94c071a8bf2977af6f971cca99f6197bbe8ae31c2c,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Protocols-and-Extensions,1,swift.extensions.syntax|swift.protocols.syntax,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"extension Int: ExampleProtocol {
var simpleDescription: String {
return ""The number \(self)""
}
mutating func adjust() {
"
92c6a36156f94017b397255d0f0fd3a38d3b97a35bc381c3d47b4220ebbe2c0f,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Protocols-and-Extensions,1,swift.extensions.syntax|swift.protocols.syntax,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"class SimpleClass: ExampleProtocol {
var simpleDescription: String = ""A very simple class.""
var anotherProperty: Int = 6"
01a645ff82afcc79ab2040cbe665ad520caf7f942b5e8f9c01a80c223f00098f,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Simple-Values,1,swift.bindings.constants|swift.bindings.type-annotations|swift.output.string-interpolation,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let quotation = """"""
Even though there's whitespace to the left,
the actual lines aren't indented.
Except for this line.
"
02df21c2f3a8769c91a1b50c7a785f676b1a7267d987e7148ef0c965001d8f76,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Simple-Values,1,swift.bindings.constants|swift.bindings.type-annotations|swift.output.string-interpolation,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let label = ""The width is ""
let width = 94
let widthLabel = label + String(width)"
247ab857eddfef2c8149a03d498bc1702ebba8641e5c4739ad2504ea706ca099,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Simple-Values,1,swift.bindings.constants|swift.bindings.type-annotations|swift.output.string-interpolation,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let implicitInteger = 70
let implicitDouble = 70.0
let explicitDouble: Double = 70"
27675f633c9d6ded46665be292e80980e901d2183b1feb96f9d23c04f883de00,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Simple-Values,1,swift.bindings.constants|swift.bindings.type-annotations|swift.output.string-interpolation,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"fruits = []
occupations = [:]"
2e7b4a5d8536eb70e0e3162554cd7c08c224eb6b7ad82f85ea7b4f4859b08ae2,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Simple-Values,1,swift.bindings.constants|swift.bindings.type-annotations|swift.output.string-interpolation,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"var myVariable = 42
myVariable = 50
let myConstant = 42"
58046abf407f9d9f753f90aaac3cbf81f1f2a781646d92e2dac75f6a1bd1d9df,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Simple-Values,1,swift.bindings.constants|swift.bindings.type-annotations|swift.output.string-interpolation,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let emptyArray: [String] = []
let emptyDictionary: [String: Float] = [:]"
796adef2c3a5bd3d2ca8bed9ab4f93fc5344969079402c155acc8c179b55c8b3,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Simple-Values,1,swift.bindings.constants|swift.bindings.type-annotations|swift.output.string-interpolation,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"var fruits = [""strawberries"", ""limes"", ""tangerines""]
fruits[1] = ""grapes""

var occupations = [
""Malcolm"": ""Captain"",
""Ka"
b5b8cdf7f24c46427fdff9f199d39d08858e85f0608130c3470096e1fd2835ee,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Simple-Values,1,swift.bindings.constants|swift.bindings.type-annotations|swift.output.string-interpolation,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"fruits.append(""blueberries"")
print(fruits)
// Prints ""[""strawberries"", ""grapes"", ""tangerines"", ""blueberries""]""."
cf8c22e86da3f78de5c91638f4059638242fdcbe8563fe4ffbd4bb71f84cf414,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#Simple-Values,1,swift.bindings.constants|swift.bindings.type-annotations|swift.output.string-interpolation,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let apples = 3
let oranges = 5
let appleSummary = ""I have \(apples) apples.""
let fruitSummary = ""I have \(apples + orang"
9d79e7c638f6be3b8473e8f9bd70f82f113410557922336fb152e2fbd7221ec3,GuidedTour/GuidedTour.xhtml,GuidedTour/GuidedTour.xhtml#a-swift-tour,1,swift.output.string-interpolation,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"print(""Hello, world!"")
// Prints ""Hello, world!"""
164a8d213d0409b2d478c750354d83c4e6188596317e496d734fb1cdd48fd88c,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Access-Control-Syntax,1,swift.access.syntax,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,struct SomeInternalStruct() {}
a8ca31e13dc0a2d8f56c1ee6cfecf117b2c31a723890d76a39c6d22046ad5c41,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Access-Control-Syntax,1,swift.access.syntax,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"public class SomePublicClass {}
internal struct SomeInternalStruct() {}
private func somePrivateFunction() {}"
c1c5978bbaff1ccd4b322f83e1cbac239d5656be376066af2ed856634b796a18,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Constants-Variables-Properties-and-Subscripts,1,swift.access.private-set,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,private var privateInstance = SomePrivateClass()
59e596525c8c7166c6aeee974e0d0af8a56f43702efef26e7738c11d2083d2ea,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Custom-Types,1,swift.access.custom-type,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"public class SomePublicClass { // explicitly public class
public var somePublicProperty = 0 // explicitly public class m"
4bb535e951e7618cb9996ed47a720257310d8d38648d4f0dc848b0eea2b972fd,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Enumeration-Types,1,swift.access.enum,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"public enum CompassPoint {
case north
case south
case east
case west
}"
b42b7e09716ae11dead698e014ae1718e48d89b32f4817caa2b434a7796029ac,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Function-Types,1,swift.access.function,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func someFunction() -> (SomeInternalClass, SomePrivateClass) {
// function implementation goes here
}"
f846891bc428a24e6a8951f39e8e331da90795e388a681bddc3e340887afaadc,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Function-Types,1,swift.access.function,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"private func someFunction() -> (SomeInternalClass, SomePrivateClass) {
// function implementation goes here
}"
1b4b26f943790d61a60229bcf095ee829b183d5817b1ab96a56e1fa2d15024ee,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Getters-and-Setters,1,swift.access.private-set,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"public struct TrackedString {
public private(set) var numberOfEdits = 0
public var value: String = """" {
didSet {
numberO"
